Order ID,Order Date,Customer Name,City,State,Area,Product Category,Sub-Category,Product Name,Quantity,Price Each,Discount,Revenue,Profit Margin,Profit,Total Revenue
ORD-110706,30-04-2023,Kenneth Torres MD,Fisherberg,IN,East,Office Supplies,Storage,Storage Box,7,15.41,0,107.87,0.11,11.87,27629627.58
ORD-110707,28-06-2024,Dennis Stark,South Rodneyland,NV,West,Furniture,Chairs,Office Chair,8,125.47,0,1003.76,0.16,160.6,27630631.34
ORD-110708,26-02-2023,Jamie Smith,North Denisehaven,WY,East,Office Supplies,Binders,Ring Binder,6,23.17,0,139.02,0.14,19.46,27630770.36
ORD-110709,05-06-2024,Elaine Alvarez,New Judyland,RI,South,Furniture,Tables,Dining Table,9,884.63,0,7961.67,0.16,1273.87,27638732.03
ORD-110710,16-12-2023,Kathleen Smith,Rebeccabury,MO,West,Office Supplies,Paper,Copy Paper Pack,2,11.86,0.15,20.16,0.11,2.22,27638752.19
ORD-110711,23-11-2023,Elizabeth Velasquez,Lake Christy,NM,West,Technology,Laptops,Laptop,9,1749.92,0,15749.28,0.27,4252.31,27654501.47
ORD-110712,08-03-2023,Bruce Ortega,Alexanderbury,WA,West,Technology,Phones,Smartphone,1,1144.07,0.15,972.46,0.29,282.01,27655473.93
ORD-110713,11-05-2023,Barbara Massey,Davidview,NE,Central,Technology,Accessories,Wireless Mouse,6,47.21,0.05,269.1,0.25,67.28,27655743.03
ORD-110714,07-09-2023,Megan Valenzuela,Lake Ashleyport,DC,South,Technology,Accessories,Wireless Mouse,6,56.35,0.05,321.2,0.22,70.66,27656064.23
ORD-110715,16-10-2023,William Flores,,TN,South,Technology,Phones,Smartphone,5,596.44,0.15,2534.87,0.26,659.07,27658599.1
ORD-110716,16-03-2023,Matthew Roberson,Tonytown,AK,East,Furniture,Tables,Dining Table,4,568.59,0.05,2160.64,0.15,324.1,27660759.74
ORD-110717,28-08-2024,Amanda Wu,Port Megan,HI,Central,Technology,Accessories,Wireless Mouse,5,54.78,0.05,260.2,0.29,,27661019.94
ORD-110718,22-09-2024,Phillip Bowers,Kennethfurt,WV,South,Office Supplies,Binders,Ring Binder,4,7.83,0.1,28.19,0.2,5.64,27661048.13
ORD-110719,03-06-2023,Stephanie Koch,Chadport,UT,South,Technology,Accessories,Wireless Mouse,4,62.44,0,249.76,0.2,49.95,27661297.89
ORD-110720,15-01-2024,David Johnson DDS,North Jerry,MN,Central,Technology,Laptops,Laptop,3,2154.95,0.1,5818.36,0.21,1221.86,27667116.25
ORD-110721,05-03-2024,David Bowers,North Elizabethmouth,GA,East,Office Supplies,Paper,Copy Paper Pack,8,3.69,0.05,28.04,0.08,2.24,27667144.29
ORD-110722,21-10-2023,Dr. Joel Armstrong MD,Marthaview,NY,Central,Technology,Laptops,Laptop,5,1044.33,0.1,4699.48,0.2,939.9,27671843.77
ORD-110723,04-07-2024,Donald Hodges,Port Patricia,AL,Central,Furniture,Bookcases,Wooden Bookcase,6,296.15,0.15,1510.36,0.21,317.18,27673354.13
ORD-110724,19-02-2023,Brandon Anderson,South Bradleystad,MD,South,Furniture,Tables,Dining Table,2,400.27,0,800.54,0.13,,27674154.67
ORD-110725,07-04-2023,Zachary Rose,South Michelleside,RI,East,Technology,Phones,Smartphone,1,713.81,0.1,642.43,0.28,179.88,27674797.1
ORD-110726,11-02-2024,Darius Gonzalez,Phillipsshire,NJ,South,Technology,Accessories,Wireless Mouse,2,48.34,0,96.68,0.22,21.27,27674893.78
ORD-110727,27-11-2023,Joseph Jones,East Laura,CT,South,Technology,Laptops,Laptop,10,1159.07,0,11590.7,0.23,2665.86,27686484.48
ORD-110728,23-01-2023,Janet Taylor,South Joshuatown,UT,Central,Technology,Phones,Smartphone,3,1036.1,0,3108.3,0.25,777.08,27689592.78
ORD-110729,15-12-2023,Lisa Gordon,West Maryport,NC,South,Furniture,Chairs,Office Chair,9,311.57,0.05,2663.92,0.25,665.98,27692256.7
ORD-110730,12-05-2024,Jenna Francis,West Amymouth,IL,Central,Technology,Accessories,Wireless Mouse,10,59.43,0,594.3,0.21,124.8,27692851
ORD-110731,23-03-2024,Cheryl Hubbard,Zimmermanburgh,ND,South,Furniture,Tables,Dining Table,3,468.38,0,1405.14,0.12,168.62,27694256.14
ORD-110732,15-12-2024,Penny Johnston,Ashleystad,MN,Central,Technology,Phones,Smartphone,4,1111.09,0.1,3999.92,0.28,1119.98,27698256.06
ORD-110733,08-12-2024,Raymond White,Timothyborough,MO,Central,Furniture,Chairs,Office Chair,5,246.61,0,1233.05,0.2,246.61,27699489.11
ORD-110734,16-03-2024,Sheila Savage,Bassport,AR,East,Technology,Phones,Smartphone,10,704.61,0,7046.1,0.24,1691.06,27706535.21
ORD-110735,22-01-2024,Robert Marks,Travisshire,SC,West,Furniture,Bookcases,Wooden Bookcase,9,358.36,0,3225.24,0.13,419.28,27709760.45
ORD-110736,16-03-2023,Lynn Park,Meganmouth,SC,West,Furniture,Bookcases,Wooden Bookcase,7,273.32,0.1,1721.92,0.12,206.63,27711482.37
ORD-110737,01-02-2023,Keith Brown,Farrelltown,LA,West,Office Supplies,Paper,Copy Paper Pack,1,8.62,0,8.62,0.12,1.03,27711490.99
ORD-110738,28-10-2024,Kathryn Bishop,Lake Garyview,VA,South,Technology,Accessories,Wireless Mouse,3,55.86,0,167.58,0.17,28.49,27711658.57
ORD-110739,24-02-2024,Robert Davis,Hullview,ND,East,Technology,Laptops,Laptop,6,1147.31,0,6883.86,0.19,1307.93,27718542.43
ORD-110740,14-07-2023,Samantha Mendez,Donaldshire,NY,Central,Furniture,Bookcases,Wooden Bookcase,3,630.68,0,1892.04,0.19,359.49,27720434.47
ORD-110741,29-07-2024,Justin Holland,Jenniferstad,AR,Central,Office Supplies,Paper,Copy Paper Pack,4,7,0.2,22.4,0.07,1.57,27720456.87
ORD-110742,09-12-2023,Robert Wells,Christopherchester,MD,Central,Furniture,Bookcases,Wooden Bookcase,4,598.69,0,2394.76,0.13,311.32,27722851.63
ORD-110743,19-10-2023,Angel Munoz,Laurafurt,OH,South,Office Supplies,Storage,Storage Box,10,49.23,0,492.3,0.11,54.15,27723343.93
ORD-110744,01-10-2024,Laura Martinez,Leahmouth,NE,Central,Technology,Phones,Smartphone,5,908.31,0,4541.55,0.29,1317.05,27727885.48
ORD-110745,06-04-2024,Anita Torres,Shafferview,VA,East,Furniture,Chairs,Office Chair,4,124.06,0.1,446.62,0.22,98.26,27728332.1
ORD-110746,10-12-2023,Adrian Crawford,,MA,West,Technology,Accessories,Wireless Mouse,1,48.92,0.1,44.03,0.18,7.93,27728376.13
ORD-110747,02-10-2024,Eric Conner,South Stevenbury,VT,West,Office Supplies,Storage,Storage Box,10,24.66,0.05,234.27,0.17,39.83,27728610.4
ORD-110748,03-07-2023,David Perez,New Sherry,,South,Furniture,Tables,Dining Table,6,668.43,0,4010.58,0.22,882.33,27732620.98
ORD-110749,22-03-2023,Christina Nichols,Peterston,FL,West,Furniture,Bookcases,Wooden Bookcase,6,495.32,0,2971.92,0.18,534.95,27735592.9
ORD-110750,20-10-2024,Keith Schaefer,Sheenachester,AZ,East,Furniture,Chairs,Office Chair,2,164.63,0,329.26,0.13,42.8,27735922.16
ORD-110751,28-03-2024,Troy Deleon,Arnoldburgh,,Central,Technology,Laptops,Laptop,4,1836.16,0,7344.64,0.15,1101.7,27743266.8
ORD-110752,25-06-2024,Michael Glenn,East Markfort,HI,West,Technology,Phones,Smartphone,3,696.36,0,2089.08,0.27,564.05,27745355.88
ORD-110753,18-08-2024,Frances Decker,South Benjamin,SD,South,Office Supplies,Storage,Storage Box,1,32.92,0.2,26.34,0.14,3.69,27745382.22
ORD-110754,17-02-2023,Brian Clark,Lake Hector,MD,West,Technology,Phones,Smartphone,10,982.73,0.1,8844.57,0.23,2034.25,27754226.79
ORD-110755,11-04-2024,Brandon Nash,North Mckenzieport,SD,Central,Office Supplies,Binders,Ring Binder,9,16.02,0.05,136.97,0.14,19.18,27754363.76
ORD-110756,03-07-2023,David Lewis,Adamfurt,OR,South,Office Supplies,Binders,Ring Binder,3,24.07,0,72.21,0.16,11.55,27754435.97
ORD-110757,27-07-2023,William Mercer,Danielville,,South,Technology,Accessories,Wireless Mouse,9,71.39,0.2,514.01,0.16,82.24,27754949.98
ORD-110758,17-06-2023,Erica Davis,Port Jennifer,AK,Central,Furniture,Tables,Dining Table,5,799.64,0,3998.2,0.11,439.8,27758948.18
ORD-110759,22-03-2023,William Graves,West Michaelstad,MI,South,Technology,Accessories,Wireless Mouse,1,30.58,0.15,25.99,0.21,5.46,27758974.17
ORD-110760,11-01-2023,Adrian Acosta,Port Sara,,South,Furniture,Bookcases,Wooden Bookcase,3,468.73,0.15,1195.26,0.2,239.05,27760169.43
ORD-110761,08-05-2023,Jennifer Barker,West Robertstad,TX,West,Office Supplies,Paper,Copy Paper Pack,8,12.32,0.2,78.85,0.19,14.98,27760248.28
ORD-110762,18-12-2024,Michelle King,Schmittfurt,RI,South,Technology,Laptops,Laptop,1,2163.95,0.15,1839.36,0.16,294.3,27762087.64
ORD-110763,28-04-2024,Wesley Barrera,West Frankmouth,MN,South,Office Supplies,Storage,Storage Box,4,14.38,0,57.52,0.18,10.35,27762145.16
ORD-110764,07-02-2024,Heather Stevens,Mclaughlinberg,TN,South,Technology,Laptops,Laptop,1,1818.44,0,1818.44,0.16,290.95,27763963.6
ORD-110765,14-10-2023,David Gutierrez,East Diane,VA,West,Office Supplies,Binders,Ring Binder,10,23.63,0.05,224.48,0.07,15.71,27764188.08
ORD-110766,12-10-2024,Michael Mooney,Knappmouth,NH,East,Office Supplies,Paper,Copy Paper Pack,4,4.78,0.2,15.3,0.12,1.84,27764203.38
ORD-110767,01-11-2024,John Bradley,Hughesmouth,AZ,Central,Technology,Accessories,Wireless Mouse,8,36.32,,246.98,0.28,69.15,27764450.36
ORD-110768,27-08-2023,Lauren Briggs,East Gary,MI,Central,Office Supplies,Storage,Storage Box,9,27.24,0,245.16,0.15,36.77,27764695.52
ORD-110769,25-12-2023,James Munoz,Reedburgh,OH,West,Furniture,Bookcases,Wooden Bookcase,9,644.74,0,5802.66,0.19,1102.51,27770498.18
ORD-110770,25-08-2024,Ms. Cheryl Harris,Lutzfort,LA,East,Technology,Laptops,Laptop,1,1275.52,0.05,1211.74,0.24,290.82,27771709.92
ORD-110771,29-12-2024,Pamela Hudson,East Brittany,IN,East,Office Supplies,Binders,Ring Binder,5,19.29,0.2,77.16,0.17,13.12,27771787.08
ORD-110772,04-08-2023,Christopher Thompson,Coleville,WV,East,Furniture,Bookcases,Wooden Bookcase,4,490.64,0.05,1864.43,0.17,316.95,27773651.51
ORD-110773,01-10-2024,Julia Jackson,Michaelmouth,IN,East,Office Supplies,Storage,Storage Box,2,31.44,0.2,50.3,0.12,6.04,27773701.81
ORD-110774,25-12-2023,Sandra Li,Port Gary,ND,Central,Technology,Accessories,Wireless Mouse,8,33.32,0.05,253.23,0.23,58.24,27773955.04
ORD-110775,04-11-2023,Katherine Taylor,Port Rebecca,ID,Central,Furniture,Tables,Dining Table,1,346.14,0.1,311.53,0.13,40.5,27774266.57
ORD-110776,03-01-2024,Jason Johnson,Jonesville,WA,East,Technology,Laptops,Laptop,1,1976.68,0.05,1877.85,0.29,544.58,27776144.42
ORD-110777,06-08-2023,Crystal Kelley DDS,Andreamouth,AZ,South,Office Supplies,Storage,Storage Box,2,44.8,0.2,71.68,0.06,4.3,27776216.1
ORD-110778,31-01-2024,Stacey Thomas,Nguyenborough,MO,West,Furniture,Chairs,Office Chair,4,163.7,0,654.8,0.17,111.32,27776870.9
ORD-110779,31-07-2023,Felicia Johnson MD,,VA,Central,Technology,Phones,Smartphone,10,913.65,0.05,8679.67,0.24,2083.12,27785550.57
ORD-110780,15-04-2024,Marilyn Peters,Brownton,KY,West,Furniture,Chairs,Office Chair,3,256.07,0,768.21,0.23,176.69,27786318.78
ORD-110781,18-09-2024,Donald Nichols,North Lisa,LA,South,Office Supplies,Paper,Copy Paper Pack,2,6.11,0,12.22,0.19,2.32,27786331
ORD-110782,07-12-2024,Gabrielle Beasley,,NC,South,Furniture,Tables,Dining Table,5,818.44,0.15,3478.37,0.23,800.03,27789809.37
ORD-110783,05-05-2023,Regina Yang,Forbesborough,PA,East,Technology,Accessories,Wireless Mouse,4,60.94,0,243.76,0.21,51.19,27790053.13
ORD-110784,05-04-2023,Justin Davis,Lake Shirleyland,ME,West,Furniture,Bookcases,Wooden Bookcase,2,301.16,0.1,542.09,0.11,59.63,27790595.22
ORD-110785,06-01-2024,Steven Smith,Joshuaview,IA,Central,Technology,Accessories,Wireless Mouse,6,38.2,0.05,217.74,0.28,60.97,27790812.96
ORD-110786,26-11-2023,Ethan Knight,Brewershire,AL,South,Furniture,Tables,Dining Table,10,752.74,0.1,6774.66,0.22,1490.43,27797587.62
ORD-110787,10-03-2023,Scott Campbell,Sarahshire,KS,East,Technology,Accessories,Wireless Mouse,6,78.7,0.1,424.98,0.22,,27798012.6
ORD-110788,29-11-2023,Tristan Kelley,East Wesleyburgh,HI,Central,Furniture,Chairs,Office Chair,10,293.66,0.2,2349.28,0.14,328.9,27800361.88
ORD-110789,27-04-2024,Elizabeth Smith PhD,Garciaberg,NE,Central,Office Supplies,Paper,Copy Paper Pack,6,14.1,0.15,71.91,0.13,9.35,27800433.79
ORD-110790,29-06-2023,Patricia Shaw,Jordanfurt,OH,East,Furniture,Chairs,Office Chair,9,342.93,0,3086.37,0.13,401.23,27803520.16
ORD-110791,22-08-2023,John Gonzalez,Jasonport,KS,South,Office Supplies,Binders,Ring Binder,8,23.45,0,187.6,0.13,24.39,27803707.76
ORD-110792,27-05-2023,Jennifer Peterson,Johnsonburgh,WA,Central,Office Supplies,Binders,Ring Binder,1,24.81,,23.57,0.15,3.54,27803731.33
ORD-110793,17-05-2023,Jonathan Brady,Lopezbury,NH,South,Furniture,Bookcases,Wooden Bookcase,2,592.82,0,1185.64,0.17,201.56,27804916.97
ORD-110794,04-05-2024,Monica Marquez,Annetteton,UT,South,Technology,Accessories,Wireless Mouse,3,50.9,0,152.7,0.2,30.54,27805069.67
ORD-110795,31-05-2023,Brandy Owen,,WA,West,Technology,Accessories,Wireless Mouse,8,42.98,0.1,309.46,0.19,58.8,27805379.13
ORD-110796,27-09-2023,Raymond Valencia,New Joelside,KS,East,Furniture,Chairs,Office Chair,10,260.03,0.05,2470.28,0.19,,27807849.41
ORD-110797,13-12-2024,Lisa Silva,West Eric,AL,East,Technology,Phones,Smartphone,4,1041.16,0.05,3956.41,0.2,791.28,27811805.82
ORD-110798,28-02-2023,Laura Shepherd,East Faith,RI,Central,Furniture,Chairs,Office Chair,4,258,0.2,825.6,0.24,198.14,27812631.42
ORD-110799,15-06-2024,Christian Boyd,South Chad,NM,East,Office Supplies,Paper,Copy Paper Pack,5,5.67,0.15,24.1,0.15,3.62,27812655.52
ORD-110800,19-12-2024,Paul Richards,Lake Alyssabury,,Central,Technology,Accessories,Wireless Mouse,9,71.01,0.1,575.18,0.17,97.78,27813230.7
ORD-110801,02-08-2023,Michelle Sutton,Tonyfurt,KS,Central,Office Supplies,Binders,Ring Binder,6,11.04,0.05,62.93,0.17,10.7,27813293.63
ORD-110802,23-09-2023,Mr. Andrew Rivera,Jonesfort,ID,Central,Furniture,Bookcases,Wooden Bookcase,7,325.27,0,2276.89,0.16,364.3,27815570.52
ORD-110803,23-08-2024,Anna Williams,South Jennifer,AL,West,Office Supplies,Binders,Ring Binder,9,22.03,0.15,168.53,0.15,25.28,27815739.05
ORD-110804,09-08-2024,Robert Miller,Millershire,WY,Central,Technology,Laptops,Laptop,2,1796.42,0.05,3413.2,0.27,921.56,27819152.25
ORD-110805,03-08-2024,Patricia Long,Michaelport,RI,West,Technology,Laptops,Laptop,7,2148.62,0,15040.34,0.22,3308.87,27834192.59
ORD-110806,06-03-2023,Scott Johnson,North Jeremybury,NV,Central,Office Supplies,Storage,Storage Box,6,23.43,0,140.58,0.14,19.68,27834333.17
ORD-110807,08-10-2024,Emily Vega,West Andrewside,OR,West,Office Supplies,Storage,Storage Box,8,41.45,0.1,298.44,0.17,50.73,27834631.61
ORD-110808,26-02-2023,Willie Bruce,South Mackenziechester,IL,South,Furniture,Bookcases,Wooden Bookcase,6,309.98,0,1859.88,0.12,223.19,27836491.49
ORD-110809,02-10-2023,Nicole Shepard,Alyssaville,,West,Technology,Accessories,Wireless Mouse,3,41.41,0,124.23,0.21,26.09,27836615.72
ORD-110810,28-02-2023,John Johnson,Parrishtown,CA,Central,Technology,Accessories,Wireless Mouse,9,31.56,0,284.04,0.22,62.49,27836899.76
ORD-110811,01-07-2024,Deborah Mccoy,East Matthewmouth,NM,East,Office Supplies,Binders,Ring Binder,10,24.04,0,240.4,0.17,40.87,27837140.16
ORD-110812,08-01-2023,Ricardo Garcia,Port Kelsey,NV,West,Office Supplies,Binders,Ring Binder,6,16.58,0,99.48,0.18,17.91,27837239.64
ORD-110813,29-05-2023,Andrea Nelson,Dakotaland,CT,Central,Office Supplies,Binders,Ring Binder,5,10.36,0,51.8,0.09,4.66,27837291.44
ORD-110814,13-12-2023,Debra Walker,Greggshire,,West,Office Supplies,Storage,Storage Box,6,24.32,0.15,124.03,0.19,23.57,27837415.47
ORD-110815,21-10-2024,Jennifer Hensley,Riosstad,CO,West,Office Supplies,Storage,Storage Box,3,12.92,0,38.76,0.06,2.33,27837454.23
ORD-110816,24-12-2023,Chad Jones,Julieborough,FL,East,Office Supplies,Binders,Ring Binder,3,5.62,0,16.86,0.09,1.52,27837471.09
ORD-110817,03-05-2024,Sean Tran,New Jessicamouth,UT,Central,Office Supplies,Binders,Ring Binder,6,22.68,0.05,129.28,0.18,23.27,27837600.37
ORD-110818,03-06-2024,Mr. Justin Foster,South Justin,ID,Central,Technology,Phones,Smartphone,10,968.02,0.1,8712.18,0.16,1393.95,27846312.55
ORD-110819,13-01-2023,Heather Rhodes,Wesleymouth,IL,East,Furniture,Bookcases,Wooden Bookcase,4,644.86,0.1,2321.5,0.23,533.95,27848634.05
ORD-110820,02-08-2023,Karen Ford,North Melissahaven,ID,West,Technology,Phones,Smartphone,1,1170.15,0.2,936.12,0.21,196.59,27849570.17
ORD-110821,09-10-2024,Alicia Obrien,Ericshire,NY,Central,Office Supplies,Storage,Storage Box,9,44.45,0,400.05,0.05,20,27849970.22
ORD-110822,01-03-2024,Laura James,Ryanburgh,DE,East,Office Supplies,Paper,Copy Paper Pack,8,7.55,0,60.4,0.17,,27850030.62
ORD-110823,02-08-2024,Gwendolyn Bush,New Kaitlyn,ND,West,Furniture,Bookcases,Wooden Bookcase,10,517.48,0,5174.8,0.19,983.21,27855205.42
ORD-110824,12-05-2024,Angel Gonzalez,East Davidborough,MO,Central,Furniture,Chairs,Office Chair,10,140.87,0.1,1267.83,0.11,139.46,27856473.25
ORD-110825,28-05-2024,Rhonda Sanchez,Anthonystad,,East,Furniture,Tables,Dining Table,2,742.81,0.1,1337.06,0.2,267.41,27857810.31
ORD-110826,28-06-2024,Claire Duffy,Jonesmouth,AZ,West,Technology,Phones,Smartphone,5,785.82,0,3929.1,0.29,1139.44,27861739.41
ORD-110827,24-03-2023,Jerry Garcia,,UT,South,Technology,Laptops,Laptop,4,2097.57,0,8390.28,0.25,2097.57,27870129.69
ORD-110828,28-10-2023,Catherine Perry,Port Kimberly,MT,East,Furniture,Chairs,Office Chair,6,136.04,0.1,734.62,0.15,,27870864.31
ORD-110829,18-05-2023,Steven Owens,Bobport,NH,Central,Furniture,Tables,Dining Table,9,857.18,0.05,7328.89,0.16,1172.62,27878193.2
ORD-110830,28-10-2023,Brian Herrera MD,South Shirley,NE,West,Technology,Phones,Smartphone,8,831.96,0,6655.68,0.24,1597.36,27884848.88
ORD-110831,02-06-2023,Bryan Rogers,Wigginsbury,NE,East,Furniture,Tables,Dining Table,6,598.87,0.1,3233.9,0.16,517.42,27888082.78
ORD-110832,05-01-2024,Erin Carter,Port Troy,MS,West,Furniture,Chairs,Office Chair,9,151.09,0,1359.81,0.15,203.97,27889442.59
ORD-110833,02-08-2023,Matthew Stout,Port Samantha,DC,West,Technology,Accessories,Wireless Mouse,9,40.59,0,365.31,0.21,76.72,27889807.9
ORD-110834,13-01-2024,Jessica Mcfarland MD,Davidmouth,,West,Technology,Accessories,Wireless Mouse,5,50.89,0,254.45,0.25,63.61,27890062.35
ORD-110835,24-10-2024,Brian Larson,West Bryan,KS,West,Office Supplies,Storage,Storage Box,10,10.92,0,109.2,0.08,8.74,27890171.55
ORD-110836,02-02-2023,Jennifer Green,Michaelside,SC,South,Furniture,Bookcases,Wooden Bookcase,4,589.22,0.1,2121.19,0.11,233.33,27892292.74
ORD-110837,28-12-2024,Virginia Thomas,East Autumn,FL,Central,Technology,Laptops,Laptop,8,984.44,0,7875.52,0.24,1890.12,27900168.26
ORD-110838,12-03-2024,Kristen Gillespie,Lake Lindseyburgh,NY,Central,Office Supplies,Paper,Copy Paper Pack,1,4.66,0,4.66,0.1,0.47,27900172.92
ORD-110839,23-10-2024,Daniel Smith,New Joshuaview,AZ,South,Technology,Accessories,Wireless Mouse,8,28.85,0,230.8,0.27,62.32,27900403.72
ORD-110840,21-03-2023,Heather Fisher,Salazarshire,NH,Central,Furniture,Bookcases,Wooden Bookcase,1,223.23,0,223.23,0.25,55.81,27900626.95
ORD-110841,13-06-2023,Joshua Paul,South Kimberly,TN,West,Technology,Accessories,Wireless Mouse,1,20.87,0.15,17.74,0.29,5.14,27900644.69
ORD-110842,22-08-2024,Michael Good,West Margaretstad,VT,East,Office Supplies,Storage,Storage Box,9,47.69,,364.83,0.15,54.72,27901009.52
ORD-110843,17-10-2023,John Tucker,Kelleymouth,WI,West,Office Supplies,Storage,Storage Box,10,33.05,0.05,313.97,0.09,28.26,27901323.49
ORD-110844,08-09-2024,Lisa Leblanc,Port Michaelville,KY,Central,Furniture,Tables,Dining Table,9,768.71,0,6918.39,0.23,1591.23,27908241.88
ORD-110845,09-11-2023,Brian Adams,Johnside,NV,West,Technology,Phones,Smartphone,3,717.55,0.15,1829.75,0.29,530.63,27910071.63
ORD-110846,21-09-2024,Holly Moore,Beardton,AZ,West,Technology,Accessories,Wireless Mouse,6,51.54,0.05,293.78,0.21,61.69,27910365.41
ORD-110847,27-10-2023,Jennifer Rios,Welchmouth,MN,West,Office Supplies,Storage,Storage Box,2,33.35,0.15,56.7,0.16,9.07,27910422.11
ORD-110848,24-12-2023,Linda Valentine,South Christianville,CT,West,Furniture,Tables,Dining Table,2,882.56,0,1765.12,0.24,423.63,27912187.23
ORD-110849,05-01-2024,David Gregory,Colemanbury,MD,South,Office Supplies,Storage,Storage Box,5,23.56,0.05,111.91,0.08,8.95,27912299.14
ORD-110850,31-12-2023,Kathleen Clay,Moniquebury,MN,West,Office Supplies,Paper,Copy Paper Pack,4,8.2,0,32.8,0.13,4.26,27912331.94
ORD-110851,19-06-2024,Andrew Clark,Tinaberg,TN,East,Furniture,Chairs,Office Chair,8,239,0,1912,0.13,248.56,27914243.94
ORD-110852,30-05-2024,Evelyn Norton,East Adamhaven,,Central,Furniture,Bookcases,Wooden Bookcase,3,242.91,0,728.73,0.19,138.46,27914972.67
ORD-110853,10-05-2023,Christopher Cooley,West Joshua,NY,West,Furniture,Bookcases,Wooden Bookcase,3,564.23,0,1692.69,0.22,372.39,27916665.36
ORD-110854,04-02-2023,Michelle Ramirez,East Randyland,CT,East,Technology,Laptops,Laptop,9,868.11,0,7812.99,0.28,2187.64,27924478.35
ORD-110855,16-03-2023,John Armstrong,Lake Joshua,TX,East,Technology,Laptops,Laptop,2,1637.73,0.05,3111.69,0.21,653.45,27927590.04
ORD-110856,19-04-2023,Jonathan Giles,West Faithshire,AL,West,Furniture,Bookcases,Wooden Bookcase,7,224.41,0,1570.87,0.15,235.63,27929160.91
ORD-110857,14-11-2024,Gary Patrick,Cowanton,CT,Central,Office Supplies,Paper,Copy Paper Pack,2,3.93,0,7.86,0.09,0.71,27929168.77
ORD-110858,30-07-2024,Catherine Brown,Robertstad,KS,East,Office Supplies,Paper,Copy Paper Pack,4,14.38,0.15,48.89,0.15,7.33,27929217.66
ORD-110859,19-10-2023,Sophia Molina,Josephport,LA,South,Office Supplies,Paper,Copy Paper Pack,2,14.69,0,29.38,0.09,2.64,27929247.04
ORD-110860,07-03-2023,Henry Stone,,AZ,East,Furniture,Chairs,Office Chair,9,135.14,0.05,1155.45,0.13,,27930402.49
ORD-110861,07-12-2024,Nancy Smith,,LA,South,Office Supplies,Paper,Copy Paper Pack,10,9.79,0,97.9,0.14,13.71,27930500.39
ORD-110862,15-12-2024,David Lee,Martinfurt,MA,West,Office Supplies,Storage,Storage Box,10,23.92,0.1,215.28,0.18,38.75,27930715.67
ORD-110863,15-02-2024,Danielle Collins,North Jessica,NV,West,Office Supplies,Binders,Ring Binder,8,14.35,0,114.8,0.16,18.37,27930830.47
ORD-110864,21-04-2023,Robert Chavez,Farmerfurt,TN,East,Technology,Laptops,Laptop,3,2021.82,,6065.46,0.18,1091.78,27936895.93
ORD-110865,01-03-2023,Brittany Hernandez,West Jennifer,MI,Central,Furniture,Bookcases,Wooden Bookcase,8,465.9,,3727.2,0.16,596.35,27940623.13
ORD-110866,15-09-2024,William Crawford,,CT,East,Technology,Phones,Smartphone,6,878.12,0,5268.72,0.3,1580.62,27945891.85
ORD-110867,27-11-2023,Jessica Tucker,Reedhaven,FL,South,Office Supplies,Storage,Storage Box,9,17.99,0,161.91,0.09,14.57,27946053.76
ORD-110868,21-01-2024,Rebecca Chavez,Dunnport,OH,East,Furniture,Bookcases,Wooden Bookcase,9,318.26,0,2864.34,0.16,,27948918.1
ORD-110869,25-06-2024,Bruce Sandoval,West Mindy,NJ,West,Furniture,Chairs,Office Chair,4,348.24,0.05,1323.31,0.18,238.2,27950241.41
ORD-110870,26-03-2024,Michael Tanner,Autumnshire,OK,South,Furniture,Bookcases,Wooden Bookcase,5,666.98,0.1,3001.41,0.2,600.28,27953242.82
ORD-110871,09-12-2023,Daniel Martinez,Davidmouth,KY,Central,Technology,Laptops,Laptop,8,1099.37,0.15,7475.72,0.15,1121.36,27960718.54
ORD-110872,20-11-2024,Jeffrey Robinson,West Michaelton,UT,East,Office Supplies,Paper,Copy Paper Pack,6,5.7,0.2,27.36,0.2,5.47,27960745.9
ORD-110873,29-11-2024,Martin Hale,Jamesfort,CT,South,Technology,Phones,Smartphone,7,899.6,0.1,5667.48,0.2,1133.5,27966413.38
ORD-110874,09-04-2024,Douglas Dennis,North Derek,,Central,Furniture,Chairs,Office Chair,7,136.72,0,957.04,0.19,181.84,27967370.42
ORD-110875,27-03-2023,Richard Graham,Smithbury,RI,Central,Furniture,Tables,Dining Table,5,687.43,0,3437.15,0.16,,27970807.57
ORD-110876,04-02-2024,William Kelley,Lake Isaac,IA,West,Furniture,Bookcases,Wooden Bookcase,1,453.71,0,453.71,0.15,68.06,27971261.28
ORD-110877,07-02-2024,Martin Turner,South Sandra,TX,West,Technology,Laptops,Laptop,10,1320.45,0.05,12544.28,0.25,3136.07,27983805.56
ORD-110878,08-07-2024,Andrea Baker,Debraland,IN,South,Office Supplies,Binders,Ring Binder,4,8.58,0.1,30.89,0.19,5.87,27983836.45
ORD-110879,08-03-2023,Daniel Johnson,Phillipsshire,AK,West,Furniture,Tables,Dining Table,3,340.8,0.2,817.92,0.2,163.58,27984654.37
ORD-110880,17-05-2023,Dr. Tyler Sanford,Georgefort,WA,West,Technology,Laptops,Laptop,2,1402.85,0.05,2665.41,0.18,479.77,27987319.78
ORD-110881,11-09-2024,Michelle Morgan,West Tanya,AL,Central,Furniture,Chairs,Office Chair,7,291.01,0,2037.07,0.12,244.45,27989356.85
